feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.05,0.2,"[25, 50]","['wasserstein', 'jm']",0.727518,48.65715
0.05,0.2,"[25, 25]","['wasserstein', 'jm']",0.723926,57.766354
0.05,0.2,"[50, 50]","['wasserstein', 'jm']",0.723028,59.748144
0.05,0.2,"[50, 50]",jm,0.72059,35.252694
0.05,0.2,"[50, 25]",jm,0.72059,34.826458
0.05,0.2,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.717896,54.695909
0.05,0.0,"[100, 10]","['wasserstein', 'hellinger']",0.716998,48.035677
0.05,0.0,"[50, 25]","['jm', 'hellinger']",0.715459,59.929717
0.05,0.0,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.708018,54.82286
0.05,0.0,"[100, 10]",hellinger,0.70635,37.713556
0.05,0.5,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.7034,55.056567
0.05,0.2,"[10, 100]","['jm', 'hellinger']",0.70263,60.063086
0.05,0.5,"[10, 100]","['jm', 'hellinger']",0.701219,48.463983
0.05,0.35,"[50, 50]","['jm', 'hellinger']",0.700706,50.350652
0.05,0.35,"[10, 100]","['wasserstein', 'jm']",0.700706,47.179719
0.05,0.5,"[10, 100]",jm,0.700706,34.501583
0.05,0.0,"[25, 25]","['jm', 'hellinger']",0.696857,49.104927
0.05,0.2,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.695959,63.658485
0.05,0.35,"[50, 25]","['jm', 'hellinger']",0.695702,51.942102
0.05,0.5,"[100, 10]","['wasserstein', 'hellinger']",0.695189,49.287674
0.05,0.0,"[100, 10]","['jm', 'hellinger']",0.691854,49.751923
0.05,0.35,"[10, 100]","['jm', 'hellinger']",0.691725,48.767186
0.05,0.0,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.690827,65.016824
0.05,0.5,"[25, 25]","['wasserstein', 'hellinger']",0.681847,50.436353
0.05,0.5,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.680564,56.195756
0.05,0.5,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.679666,55.305327
0.05,0.5,"[25, 50]","['wasserstein', 'hellinger']",0.677999,50.813032
0.05,0.5,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.675176,56.093733
0.05,0.0,"[50, 50]","['jm', 'hellinger']",0.671713,50.217571
0.05,0.0,"[25, 50]","['jm', 'hellinger']",0.667351,61.031922
0.05,0.35,"[100, 10]","['jm', 'hellinger']",0.664144,49.847048
0.05,0.5,"[50, 25]","['wasserstein', 'hellinger']",0.661706,50.879327
0.05,0.2,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.659525,55.769637
0.05,0.5,"[50, 50]","['jm', 'hellinger']",0.65619,50.455697
0.05,0.35,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.654779,56.69001
0.05,0.5,"[50, 50]","['wasserstein', 'hellinger']",0.653624,50.891672
0.05,0.2,"[50, 50]","['jm', 'hellinger']",0.650417,60.17784
0.05,0.5,"[25, 25]","['jm', 'hellinger']",0.649904,49.20247
0.05,0.2,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.648877,62.862975
0.05,0.35,"[100, 10]","['wasserstein', 'hellinger']",0.64721,49.6324
0.05,0.5,"[50, 25]","['jm', 'hellinger']",0.645542,50.263019
0.05,0.35,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.644516,54.746391
0.05,0.5,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.642591,55.51594
0.05,0.35,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.642335,56.735701
0.05,0.5,"[25, 50]","['jm', 'hellinger']",0.642078,49.378101
0.05,0.2,"[100, 10]","['jm', 'hellinger']",0.641437,60.766091
0.05,0.2,"[50, 25]","['jm', 'hellinger']",0.63669,50.187194
0.05,0.35,"[100, 10]",hellinger,0.636049,37.678767
0.05,0.2,"[10, 100]","['wasserstein', 'hellinger']",0.635792,57.192229
0.05,0.2,"[25, 25]","['jm', 'hellinger']",0.632713,55.955783
0.05,0.5,"[100, 10]","['jm', 'hellinger']",0.632585,49.636742
0.05,0.0,"[10, 100]","['wasserstein', 'hellinger']",0.63143,50.182206
0.05,0.35,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.614496,55.816739
0.05,0.2,"[25, 50]","['jm', 'hellinger']",0.6127,48.681446
0.05,0.35,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.611418,55.224878
0.05,0.2,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.602951,66.354278
0.05,0.35,"[25, 50]","['jm', 'hellinger']",0.596536,48.841012
0.05,0.35,"[25, 25]","['jm', 'hellinger']",0.596408,49.724724
0.05,0.2,"[100, 10]",hellinger,0.59551,39.074844
0.05,0.2,"[50, 50]","['wasserstein', 'hellinger']",0.574984,58.620806
0.05,0.2,"[50, 25]","['wasserstein', 'hellinger']",0.571777,50.375145
0.05,0.2,"[100, 10]","['wasserstein', 'hellinger']",0.566004,61.423885
0.05,0.0,"[50, 50]","['wasserstein', 'hellinger']",0.544965,52.376225
0.05,0.2,"[25, 50]","['wasserstein', 'hellinger']",0.533162,51.127248
0.05,0.2,"[25, 25]","['wasserstein', 'hellinger']",0.532777,59.007139
0.05,0.0,"[50, 25]","['wasserstein', 'hellinger']",0.528672,60.947193
0.05,0.2,"[50, 50]",hellinger,0.506222,40.471787
0.05,0.2,"[50, 25]",hellinger,0.506222,39.937466
0.05,0.5,"[10, 100]",hellinger,0.505965,39.494805
0.05,0.35,"[25, 25]","['wasserstein', 'hellinger']",0.461835,52.744717
0.05,0.35,"[25, 50]","['wasserstein', 'hellinger']",0.45542,57.048153
0.05,0.5,"[25, 25]",hellinger,0.448364,40.481593
0.05,0.5,"[25, 50]",hellinger,0.448364,40.510164
0.05,0.35,"[10, 100]",hellinger,0.442335,40.833961
0.05,0.0,"[50, 50]",hellinger,0.44195,40.371701
0.05,0.0,"[50, 25]",hellinger,0.44195,40.925892
0.05,0.35,"[50, 50]","['wasserstein', 'hellinger']",0.439513,52.44461
0.05,0.35,"[50, 25]","['wasserstein', 'hellinger']",0.436562,52.566908
0.05,0.0,"[25, 25]","['wasserstein', 'hellinger']",0.433098,52.573106
0.05,0.0,"[25, 50]","['wasserstein', 'hellinger']",0.430532,62.069706
0.05,0.35,"[25, 25]",hellinger,0.421167,40.536605
0.05,0.35,"[25, 50]",hellinger,0.421167,40.510079
0.05,0.5,"[100, 10]",hellinger,0.382681,42.097807
0.05,0.35,"[50, 50]",hellinger,0.379731,40.900249
0.05,0.35,"[50, 25]",hellinger,0.379731,41.064193
0.05,0.0,"[25, 25]",hellinger,0.365362,41.711336
0.05,0.0,"[25, 50]",hellinger,0.365362,40.775923
0.05,0.2,"[10, 100]",hellinger,0.362925,40.906886
0.05,0.5,"[50, 50]",hellinger,0.351123,41.703741
0.05,0.5,"[50, 25]",hellinger,0.351123,41.751641
0.05,0.2,"[25, 25]",hellinger,0.337396,41.382214
0.05,0.2,"[25, 50]",hellinger,0.337396,41.094252
0.05,0.0,"[10, 100]",hellinger,0.291725,41.557981
0.1,0.0,"[25, 25]",wasserstein,0.907377,35.651999
0.1,0.0,"[25, 50]",wasserstein,0.907377,35.226176
